id,topic,title,context,conflict,cultural_note,batch_id,option_1,option_2
51,Công nghệ & Mạng xã hội,TikTok: Viral bài giảng thầy cô?,"Trong giờ Sử của thầy Hoàng, một giáo viên trẻ có phong cách giảng bài sáng tạo nhưng khá 'nghệ sĩ', Khánh Linh đã lén quay một đoạn TikTok về thầy đang minh họa trận Điện Biên Phủ bằng những động tác hài hước. Đoạn clip được Khánh Linh đăng lên với ý muốn khoe sự thú vị của thầy mình, nhưng bất ngờ viral và nhận về nhiều bình luận trái chiều, có cả những lời lẽ thiếu tôn trọng đối với thầy.",Xung đột giữa quyền tự do thể hiện sự sáng tạo và chia sẻ thông tin cá nhân của học sinh với sự tôn trọng giáo viên và hình ảnh của nhà trường.,"Việc giữ 'thể diện' cho người thầy và nhà trường là một giá trị văn hóa sâu sắc tại Việt Nam, đặc biệt khi sự việc bị công khai trên mạng xã hội.",batch_06,"A. Khánh Linh nên xóa video ngay lập tức và xin lỗi thầy Hoàng công khai, chấp nhận mọi hình phạt từ nhà trường để bảo vệ danh dự của thầy. Điều này giúp giữ thể diện cho thầy và trường nhưng có thể khiến Khánh Linh mất đi cơ hội thể hiện quan điểm cá nhân và cảm thấy bị tước đoạt 'quyền được chia sẻ'.","B. Khánh Linh nên giữ video, lên tiếng bảo vệ thầy và giải thích ý nghĩa ban đầu của clip, đồng thời kêu gọi cộng đồng mạng tôn trọng thầy giáo. Điều này giúp Khánh Linh bảo vệ quan điểm của mình và có thể làm dịu đi một phần dư luận, nhưng cũng có thể khiến tình hình trở nên phức tạp hơn, kéo theo sự chú ý tiêu cực không mong muốn và gây áp lực lớn cho thầy Hoàng lẫn nhà trường."
52,Công nghệ & Mạng xã hội,Game online: Đam mê hay phá bỏ rào cản?,"An, một học sinh lớp 11 trường chuyên ở thành phố, dành phần lớn thời gian rảnh để chơi game online. Tuy nhiên, không như bạn bè nghĩ, An không chỉ chơi giải trí mà còn tham gia một giải đấu game chuyên nghiệp và vừa nhận được học bổng toàn phần từ một học viện eSports quốc tế. Bố mẹ An, những người vốn chỉ quan tâm đến điểm số và định hướng con vào y dược, kịch liệt phản đối, cho rằng game là vô bổ và An đang 'phá bỏ tương lai' của mình.","Xung đột giữa kỳ vọng truyền thống của gia đình về con đường học vấn và sự nghiệp với đam mê cá nhân, tài năng đặc biệt của học sinh trong lĩnh vực công nghệ mới nổi.","Kỳ vọng 'con nhà người ta' và định hướng nghề nghiệp theo các ngành truyền thống như y, dược, kỹ sư vẫn còn rất nặng nề trong tư tưởng của nhiều phụ huynh Việt Nam.",batch_06,"A. An nên từ chối học bổng eSports, tập trung vào học tập để làm hài lòng bố mẹ và theo đuổi con đường truyền thống. Điều này giúp An giữ hòa khí gia đình và tránh bị đánh giá tiêu cực từ xã hội, nhưng có thể khiến An đánh mất cơ hội vàng và sống với sự tiếc nuối về đam mê của mình.","B. An nên cố gắng thuyết phục bố mẹ, trình bày rõ ràng về tiềm năng của ngành eSports và chứng minh khả năng của mình qua học bổng. Điều này giúp An theo đuổi ước mơ và mở ra con đường mới, nhưng có thể gây ra rạn nứt sâu sắc trong mối quan hệ gia đình và đối mặt với áp lực lớn từ dư luận xã hội vốn còn định kiến về game."
61,Kỳ vọng gia đình & tự chủ học sinh,Nghề Y hay hội họa? Áp lực sĩ diện gia đình,"An, học sinh giỏi quốc gia môn Văn, có năng khiếu đặc biệt về hội họa và ước mơ thi vào Đại học Mỹ thuật. Bố mẹ An, công chức nhà nước ở thành phố, luôn kỳ vọng con sẽ trở thành bác sĩ để có 'địa vị' và 'thu nhập ổn định', đồng thời 'nở mày nở mặt' với hàng xóm. Gia đình đã sắp xếp cho An học thêm các lớp luyện thi khối B.",An phải lựa chọn giữa việc theo đuổi đam mê nghệ thuật cháy bỏng của mình hay đáp ứng kỳ vọng của bố mẹ để giữ thể diện và sự ổn định mà họ mong muốn.,Áp lực về 'sĩ diện' gia đình và việc chọn ngành nghề 'danh giá' là yếu tố văn hóa Việt Nam điển hình trong trường hợp này.,batch_07,"A: Thi vào ngành Y theo ý bố mẹ: An sẽ có một tương lai 'ổn định' và làm hài lòng gia đình, nhưng phải từ bỏ đam mê nghệ thuật và có thể sống một cuộc đời không trọn vẹn với chính mình.","B: Thi vào Đại học Mỹ thuật: An được sống với đam mê nhưng có thể đối mặt với sự thất vọng, giận dỗi từ bố mẹ và những khó khăn tài chính ban đầu không nhận được sự hỗ trợ."
62,Kỳ vọng gia đình & tự chủ học sinh,Bỏ Đại học khởi nghiệp? Ưu tiên 'học để đổi đời',"Thắng, sinh viên năm nhất một trường đại học top đầu về kỹ thuật ở TP.HCM, vừa nhận được lời mời hợp tác từ một dự án khởi nghiệp công nghệ đầy tiềm năng. Bố mẹ Thắng ở quê nhà đã gom góp tiền bạc, vay mượn để con được lên thành phố học, luôn nhắc nhở Thắng rằng 'học đại học là con đường duy nhất để đổi đời' cho cả gia đình.","Thắng đứng trước quyết định khó khăn: tiếp tục con đường học vấn truyền thống mà gia đình đã đặt hết kỳ vọng, hay mạo hiểm theo đuổi cơ hội khởi nghiệp đầy hứa hẹn nhưng cũng tiềm ẩn rủi ro.",Quan niệm 'học để đổi đời' cho bản thân và gia đình là động lực mạnh mẽ định hình kỳ vọng của phụ huynh Việt Nam.,batch_07,"A: Bỏ học đại học để toàn tâm toàn ý cho dự án khởi nghiệp: Thắng có thể nắm bắt cơ hội vàng và hiện thực hóa ước mơ lớn, nhưng có nguy cơ khiến bố mẹ thất vọng sâu sắc và mất đi tấm bằng 'bảo hiểm' nếu khởi nghiệp thất bại.","B: Tiếp tục học đại học và cân bằng với dự án khởi nghiệp: Thắng vừa làm hài lòng gia đình, vừa có 'bảo hiểm' về bằng cấp, nhưng có thể bị phân tán sức lực, bỏ lỡ cơ hội bứt phá của dự án và không đạt hiệu quả tốt nhất ở cả hai phía."
63,Kỳ vọng gia đình & tự chủ học sinh,Du học scholarship hay ở nhà chăm sóc bà?,"Mai, học sinh lớp 12 trường chuyên tỉnh Khánh Hòa, vừa nhận được học bổng toàn phần du học Mỹ. Tuy nhiên, bà nội của Mai, người đã nuôi nấng cô từ nhỏ, đang ốm nặng. Bố mẹ Mai mong muốn cô ở lại học trong nước để tiện chăm sóc bà, nhấn mạnh 'tình cảm gia đình là trên hết'.","Mai phải lựa chọn giữa cơ hội học tập phát triển bản thân ở nước ngoài hay ở lại bên cạnh chăm sóc người thân đang bệnh nặng, giữ gìn đạo hiếu và sự gắn kết gia đình.",Lòng hiếu thảo và trách nhiệm chăm sóc người lớn tuổi trong gia đình là một giá trị văn hóa cốt lõi của người Việt.,batch_07,"A: Đi du học: Mai thực hiện được ước mơ lớn, mở rộng tương lai nhưng có thể hối tiếc vì không ở cạnh bà những lúc cuối đời và khiến bố mẹ không hài lòng về sự 'vô tâm'.","B: Từ bỏ học bổng, ở lại Việt Nam: Mai thể hiện lòng hiếu thảo, an ủi gia đình nhưng có thể bỏ lỡ cơ hội ngàn vàng và ôm ấp sự tiếc nuối về một tương lai tươi sáng hơn."
64,Kỳ vọng gia đình & tự chủ học sinh,Công nghệ thông tin hay văn học? Ước mơ đối lập thực tế,"Minh, con trai duy nhất của một gia đình nông dân nghèo ở Hà Tĩnh, yêu thích văn học và ước mơ trở thành nhà văn. Tuy nhiên, bố mẹ Minh, sau nhiều năm lam lũ, chỉ mong con học ngành Công nghệ thông tin để có mức lương cao, ổn định, giúp gia đình thoát nghèo, vì 'nghề văn không nuôi sống được ai'.","Minh phải đối mặt với áp lực nặng nề từ thực tế kinh tế gia đình và kỳ vọng của bố mẹ, buộc phải lựa chọn giữa đam mê cá nhân và trách nhiệm phụng dưỡng, cải thiện cuộc sống cho gia đình.",Quan niệm về 'học để nuôi cha mẹ' và lo lắng về tương lai kinh tế là gánh nặng lớn đối với thế hệ trẻ ở các gia đình nông thôn Việt Nam.,batch_07,"A: Thi vào ngành Công nghệ thông tin: Minh sẽ có cơ hội việc làm tốt, cải thiện kinh tế gia đình, làm hài lòng bố mẹ nhưng có thể phải gác lại vĩnh viễn niềm đam mê văn chương và sống một cuộc đời không trọn vẹn.","B: Thi vào ngành Văn học: Minh được theo đuổi đam mê, nhưng có thể đối mặt với tương lai bấp bênh, khiến bố mẹ thất vọng và khó khăn trong việc giúp đỡ gia đình thoát nghèo."
65,Kỳ vọng gia đình & tự chủ học sinh,Truyền thống Luật sư hay đam mê làm phim?,"Khải lớn lên trong một gia đình có truyền thống luật sư lâu đời ở Hà Nội, ông nội và bố mẹ đều là những luật sư danh tiếng. Mọi người đều kỳ vọng Khải sẽ nối nghiệp gia đình. Tuy nhiên, Khải lại say mê điện ảnh, muốn theo học ngành đạo diễn phim và tin rằng mình có tài năng. Anh đã âm thầm chuẩn bị hồ sơ cho trường Sân khấu Điện ảnh.","Khải phải lựa chọn giữa việc tiếp nối truyền thống, danh dự gia đình, mang lại sự tự hào cho người thân, hay dũng cảm theo đuổi khát vọng cá nhân, chấp nhận rủi ro và có thể gây thất vọng cho dòng họ.",Truyền thống gia đình và danh dự dòng họ thường đặt áp lực lớn lên con cháu trong việc lựa chọn con đường sự nghiệp ở Việt Nam.,batch_07,"A: Thi vào ngành Luật: Khải sẽ làm hài lòng cả gia đình, có một con đường sự nghiệp 'danh giá' đã được định sẵn nhưng có thể sống trong sự gò bó, không được là chính mình.","B: Thi vào ngành Đạo diễn: Khải được sống với đam mê nhưng có thể đối mặt với sự phản đối gay gắt từ gia đình, bị coi là 'phá vỡ truyền thống' và tương lai bấp bênh của một ngành nghề đầy cạnh tranh."
66,Kỳ vọng gia đình & tự chủ học sinh,Học nghề hay thi lại đại học? Nỗi lo 'mất mặt',"Loan, sau khi trượt nguyện vọng 1 vào đại học, muốn theo học nghề đầu bếp tại một trường trung cấp chuyên nghiệp. Bố mẹ Loan ở ngoại thành Hà Nội, lại muốn con ôn thi lại một năm nữa để bằng được vào đại học, vì sợ 'mất mặt' với họ hàng, láng giềng khi con 'không có bằng đại học'.","Loan phải quyết định giữa việc thực hiện ước mơ học nghề đã ấp ủ, có thể tìm được việc làm sớm, hay chịu đựng áp lực thi cử lần nữa để đáp ứng kỳ vọng về bằng cấp và 'thể diện' của gia đình.",Nỗi lo 'mất mặt' hay 'sĩ diện' với cộng đồng xung quanh là một áp lực văn hóa mạnh mẽ ảnh hưởng đến quyết định của các gia đình Việt Nam.,batch_07,"A: Ôn thi lại đại học: Loan sẽ làm hài lòng bố mẹ, giữ được 'thể diện' gia đình, nhưng có thể phải học một ngành không yêu thích và tiếp tục lãng phí thời gian nếu không đậu.","B: Theo học nghề đầu bếp: Loan được theo đuổi đam mê, có kỹ năng nghề nghiệp thực tế và cơ hội việc làm sớm, nhưng có thể khiến bố mẹ thất vọng và đối mặt với định kiến xã hội về 'không học đại học'."
67,Kỳ vọng gia đình & tự chủ học sinh,Kỹ sư công nghệ hay nghệ sĩ đường phố?,"Hùng, con trai lớn trong một gia đình lao động nhập cư từ nông thôn lên TP.HCM, được bố mẹ dành dụm từng đồng cho ăn học. Bố mẹ Hùng luôn tự hào con học giỏi toán, tin rằng Hùng sẽ trở thành kỹ sư công nghệ thông tin. Tuy nhiên, Hùng lại có niềm đam mê mãnh liệt với vũ đạo đường phố và mong muốn trở thành vũ công chuyên nghiệp, bí mật tham gia các câu lạc bộ và cuộc thi.","Hùng phải lựa chọn giữa việc thực hiện ước mơ của bố mẹ về một tương lai ổn định, 'có ích', xứng đáng với sự hy sinh của họ, hay dũng cảm theo đuổi con đường nghệ thuật đầy thách thức mà anh tin là của mình.","Sự hy sinh của bố mẹ và kỳ vọng con cái 'có công ăn việc làm ổn định' để báo hiếu là một phần quan trọng trong văn hóa Việt Nam, đặc biệt ở các gia đình khó khăn.",batch_07,"A: Thi vào ngành Kỹ thuật: Hùng sẽ làm bố mẹ an lòng, có công việc ổn định để phụng dưỡng gia đình, nhưng phải từ bỏ đam mê cháy bỏng và có thể không hạnh phúc với công việc.","B: Công khai đam mê vũ đạo và theo đuổi con đường nghệ thuật: Hùng được sống với chính mình, nhưng có thể khiến bố mẹ buồn lòng, lo lắng và đối mặt với tương lai kinh tế bấp bênh."
68,Kỳ vọng gia đình & tự chủ học sinh,Quản lý kinh doanh hay hoạt động xã hội?,"Bích là con gái duy nhất của một gia đình kinh doanh đồ gia dụng thành đạt ở Đà Nẵng. Bố mẹ Bích đã chuẩn bị sẵn sàng để cô tiếp quản công việc kinh doanh của gia đình, coi đó là sự đảm bảo cho tương lai Bích và cả sự nghiệp của họ. Bích lại khao khát làm việc cho các tổ chức phi chính phủ về môi trường, muốn đóng góp vào các giá trị xã hội.","Bích đứng giữa trách nhiệm duy trì tài sản và sự nghiệp gia đình, đảm bảo cuộc sống sung túc, hay theo đuổi lý tưởng cá nhân, chấp nhận cuộc sống có thể không giàu có vật chất nhưng giàu ý nghĩa.","Kỳ vọng con cái nối nghiệp gia đình, đặc biệt trong các gia đình có sản nghiệp riêng, là một nét văn hóa phổ biến ở Việt Nam.",batch_07,"A: Tiếp quản công việc kinh doanh của gia đình: Bích sẽ có một cuộc sống an nhàn, giàu có, làm hài lòng bố mẹ nhưng có thể cảm thấy thiếu vắng ý nghĩa cuộc đời và không được theo đuổi lý tưởng.","B: Theo đuổi công việc trong các tổ chức phi chính phủ: Bích sẽ được cống hiến cho xã hội, nhưng có thể khiến bố mẹ thất vọng, lo lắng về tương lai và phải đối mặt với thu nhập thấp."
69,Kỳ vọng gia đình & tự chủ học sinh,Influencer hay công việc văn phòng ổn định?,"Cường, sinh viên năm 3 ngành marketing ở TP.HCM, có một kênh TikTok review ẩm thực và du lịch khá nổi tiếng, mang lại thu nhập không nhỏ. Bố mẹ Cường, làm công ăn lương, lại không tin tưởng vào sự ổn định của nghề 'influencer' này. Họ liên tục thúc giục Cường tìm kiếm một công việc 'văn phòng ổn định' như chú, bác của Cường.","Cường phải lựa chọn giữa việc theo đuổi con đường đã mang lại thành công bước đầu và sự thỏa mãn cá nhân, hay nhượng bộ bố mẹ để có một công việc 'ổn định' theo định nghĩa truyền thống, dù không mấy hứng thú.",Định nghĩa về 'công việc ổn định' và sự so sánh con cái với 'con nhà người ta' hay người thân thành đạt là áp lực thường thấy trong gia đình Việt Nam.,batch_07,"A: Tiếp tục phát triển kênh TikTok và các hoạt động online: Cường sẽ được làm điều mình yêu thích, có tiềm năng thu nhập cao hơn, nhưng có thể đối mặt với sự lo lắng, phản đối từ bố mẹ và rủi ro của một nghề nghiệp không ổn định.","B: Tìm một công việc văn phòng ổn định: Cường sẽ làm bố mẹ an lòng, có bảo hiểm xã hội và thu nhập đều đặn, nhưng có thể cảm thấy gò bó, nhàm chán và bỏ lỡ cơ hội phát triển kênh của mình."
70,Kỳ vọng gia đình & tự chủ học sinh,Nghề giáo hay nghệ thuật ẩm thực? Lời hứa với người thân,"Lan, tốt nghiệp cấp 3 ở một thị trấn nhỏ, được dì ruột – một giáo viên tiểu học có tiếng – ngỏ lời giới thiệu vào làm việc tại trường nơi dì đang công tác. Gia đình Lan đều mong muốn cô theo nghề giáo viên 'nhàn hạ, ổn định', nhất là khi đã có 'người nhà lo'. Tuy nhiên, Lan lại có niềm đam mê mãnh liệt với ẩm thực và muốn theo học trường dạy nghề nấu ăn chuyên nghiệp.","Lan phải lựa chọn giữa một công việc 'an toàn', đã được sắp đặt sẵn bởi người thân, có thể mang lại sự ổn định và niềm vui cho gia đình, hay mạo hiểm theo đuổi niềm đam mê cháy bỏng với ẩm thực.",Sự can thiệp và định hướng sự nghiệp của người thân trong gia đình (đặc biệt là 'người nhà có mối quan hệ') là một yếu tố văn hóa đặc trưng ở Việt Nam.,batch_07,"A: Chấp nhận làm giáo viên theo lời dì và gia đình: Lan sẽ có công việc ổn định, làm hài lòng người thân, nhưng có thể không phát huy được hết khả năng và không hạnh phúc với công việc.","B: Theo học nghề nấu ăn: Lan được thực hiện ước mơ, phát triển tài năng ẩm thực, nhưng có thể đối mặt với sự thất vọng của gia đình và con đường sự nghiệp bấp bênh hơn trong mắt họ."
71,Bắt nạt học đường,Chứng kiến bắt nạt trong nhà vệ sinh,"Nam đang đi vệ sinh ở trường THCS Nguyễn Du thì nghe thấy tiếng la hét. Qua khe cửa, Nam thấy Hùng 'Đại Ca', học sinh lớp bên cạnh, đang trấn lột tiền và đánh An, bạn cùng lớp của Nam. An khóc lóc van xin nhưng Hùng không dừng lại.","Nam đứng trước lựa chọn: can thiệp để bảo vệ bạn nhưng có thể đối mặt với nguy hiểm và sự trả thù từ Hùng, hay giữ im lặng để tránh rắc rối cho bản thân.",Tâm lý 'không được méc thầy cô' và nỗi sợ bị trả thù là rào cản lớn đối với học sinh Việt Nam khi chứng kiến bắt nạt.,batch_08,"A. Chạy đi gọi thầy cô hoặc người lớn: An có thể được cứu kịp thời, nhưng Nam có nguy cơ bị Hùng trả thù hoặc bị bạn bè nhìn nhận là 'mách lẻo'.","B. Giả vờ không nhìn thấy, đi thẳng về lớp: Nam sẽ tránh được mọi rắc rối cá nhân, nhưng An sẽ tiếp tục bị đánh và Nam sẽ cảm thấy day dứt vì sự hèn nhát của mình."
72,Bắt nạt học đường,Cyberbullying và áp lực thành tích của giáo viên,"Linh, học sinh lớp 10A2 trường THPT Hoàng Diệu, đang là nạn nhân của cyberbullying khi một nhóm bạn cũ liên tục lập các nhóm chat bí mật để bôi nhọ, lan truyền ảnh chế xấu xí của Linh. Cô Mai, giáo viên chủ nhiệm, đã nắm được thông tin này nhưng đang chịu áp lực rất lớn về thành tích cuối kỳ và sợ việc giải quyết ồn ào sẽ ảnh hưởng đến danh tiếng của lớp và nhà trường.","Cô Mai phải đối mặt với mâu thuẫn giữa trách nhiệm bảo vệ học sinh và giữ gìn danh dự cho lớp, nhà trường trước áp lực thành tích.",Áp lực thành tích và việc giữ thể diện cho tập thể là yếu tố văn hóa mạnh mẽ ảnh hưởng đến cách xử lý các vấn đề nội bộ trường học ở Việt Nam.,batch_08,"A. Quyết liệt điều tra và xử lý nhóm bắt nạt: Linh có thể được bảo vệ, nhưng việc này có thể gây ồn ào, ảnh hưởng đến thành tích lớp và khiến cô Mai bị cấp trên khiển trách.","B. Tìm cách giải quyết nội bộ, nhẹ nhàng nhắc nhở các em: Tránh được sự 'mất mặt' cho lớp và nhà trường, nhưng có thể không đủ răn đe, khiến Linh tiếp tục bị bắt nạt ngầm hoặc cảm thấy không được hỗ trợ."
73,Bắt nạt học đường,Tẩy chay học sinh mới,"My là học sinh mới chuyển đến lớp 8B trường THCS Lê Quý Đôn. Ngay lập tức, cô bé bị nhóm của Hương 'Hotgirl', nhóm bạn nổi tiếng nhất lớp, cố tình tẩy chay: không cho tham gia các hoạt động nhóm, phớt lờ khi My cố gắng bắt chuyện. Thảo, một thành viên trong nhóm Hương, thấy My ngồi một mình trong giờ ra chơi và cảm thấy rất thương My.",Thảo giằng xé giữa lòng trắc ẩn muốn giúp đỡ My và nỗi sợ bị nhóm Hương cô lập nếu cô bé 'phản bội' họ.,Nỗi sợ bị cô lập bởi nhóm bạn và tâm lý 'im lặng cho yên thân' là những áp lực tâm lý lớn đối với học sinh Việt Nam.,batch_08,"A. Bắt chuyện với My và rủ My tham gia nhóm: My sẽ cảm thấy được chấp nhận, nhưng Thảo có thể bị nhóm Hương 'cô lập ngược' và chịu áp lực xã hội từ bạn bè.","B. Giữ im lặng và tiếp tục tránh xa My: Thảo sẽ giữ được vị trí trong nhóm Hương, nhưng cảm giác tội lỗi và sự bất lực khi chứng kiến bạn bị tẩy chay sẽ đeo bám cô bé."
74,Bắt nạt học đường,Nạn nhân đối mặt gia đình quyền lực,"Bình, học sinh lớp 11A1 trường THPT Chu Văn An, đã bị Quân, con trai của một cán bộ cấp cao trong tỉnh, đánh và dọa dẫm nhiều lần để cướp tiền. Hiệu trưởng trường, ông An, đã biết sơ qua nhưng ngần ngại can thiệp sâu vì áp lực từ phía gia đình Quân. Bình rất sợ hãi, không biết có nên tố cáo lên nhà trường và phụ huynh hay không.","Bình phải lựa chọn giữa việc tố cáo để đòi công lý, bảo vệ bản thân nhưng đối mặt với nguy cơ bị trả thù hoặc ảnh hưởng đến gia đình, hoặc chấp nhận im lặng chịu đựng để tránh rắc rối lớn hơn.",Nỗi sợ đụng chạm đến những người có quyền lực và tâm lý 'im lặng cho yên thân' vì sợ bị trả thù là một vấn đề nhức nhối trong xã hội Việt Nam.,batch_08,"A. Kể toàn bộ sự việc cho bố mẹ và nhờ họ can thiệp: Bình có thể nhận được sự bảo vệ, nhưng Quân và gia đình có thể dùng thế lực để trả đũa, thậm chí gây khó dễ cho bố mẹ Bình trong công việc.","B. Tiếp tục chịu đựng và tìm cách tránh mặt Quân: Bình sẽ tránh được đối đầu trực tiếp, nhưng tình trạng bị bắt nạt sẽ tiếp diễn, ảnh hưởng nghiêm trọng đến tâm lý và sự an toàn của Bình."
75,Bắt nạt học đường,Giáo viên và áp lực từ phụ huynh,"Cô Hoa, giáo viên chủ nhiệm lớp 6C trường THCS Phan Bội Châu, phát hiện Đức liên tục bắt nạt Minh bằng lời nói và hành động bạo lực nhẹ. Khi cô Hoa định xử lý nghiêm, phụ huynh của Đức, những người có tiếng nói trong hội phụ huynh và thường xuyên ủng hộ trường, đã gặp riêng cô và mong cô 'giải quyết nội bộ' cho êm đẹp, không làm lớn chuyện vì sợ ảnh hưởng đến tâm lý và tương lai của Đức.","Cô Hoa phải lựa chọn giữa việc thực thi công lý, bảo vệ Minh đúng quy định hay chiều theo ý phụ huynh để giữ hòa khí và tránh những rắc rối không đáng có cho bản thân và nhà trường.",Sự can thiệp của phụ huynh 'có mối quan hệ' và việc giữ thể diện cho nhà trường là những yếu tố văn hóa phổ biến gây khó khăn cho giáo viên trong việc xử lý kỷ luật.,batch_08,"A. Báo cáo lên ban giám hiệu và phối hợp với phụ huynh hai bên để xử lý dứt điểm: Minh có thể được bảo vệ, nhưng cô Hoa sẽ chịu áp lực và có thể bị 'ghim' bởi phụ huynh Đức, ảnh hưởng đến mối quan hệ trong trường.","B. Chỉ nhắc nhở Đức một cách riêng tư, không làm lớn chuyện: Cô Hoa sẽ giữ được mối quan hệ tốt với phụ huynh Đức và tránh rắc rối, nhưng Minh có thể tiếp tục bị bắt nạt và cảm thấy không được nhà trường bảo vệ."
76,Bắt nạt học đường,Vô tình bị cuốn vào cyberbullying,"Khang, học sinh lớp 9A3, vô tình nhận được một tin nhắn nhóm chat của Thùy 'Đại Tỷ' và nhóm bạn thân của cô ấy. Trong nhóm đó, họ liên tục nói xấu, chế ảnh và thậm chí tiết lộ một số thông tin riêng tư của Huyền, một bạn học khác trong trường. Khang chưa từng tham gia vào việc bắt nạt Huyền nhưng giờ đây anh biết được bí mật này.",Khang đối mặt với mâu thuẫn giữa lương tâm muốn giúp Huyền và nỗi sợ bị Thùy 'Đại Tỷ' và nhóm bạn đó trả thù nếu Khang tiết lộ thông tin hoặc can thiệp.,Tâm lý 'im lặng cho yên thân' và ngại 'làm việc bao đồng' là những đặc điểm văn hóa Việt Nam khiến nhiều người chọn cách không can thiệp vào chuyện người khác.,batch_08,"A. Chụp lại bằng chứng và báo cho giáo viên chủ nhiệm hoặc phụ huynh Huyền: Huyền có thể được giúp đỡ, nhưng Khang có nguy cơ bị Thùy và nhóm bạn trả thù, thậm chí bị lan truyền thông tin sai lệch về mình.","B. Xóa tin nhắn và giả vờ không biết gì: Khang sẽ tránh được mọi rắc rối cá nhân, nhưng Huyền sẽ tiếp tục bị bắt nạt mà không ai biết, và Khang sẽ cảm thấy tội lỗi vì sự im lặng của mình."
79,Bắt nạt học đường,Nạn nhân kiệt sức vì tố cáo vô ích,"Hà đã bị bắt nạt từ năm lớp 7, giờ đã lên lớp 9 nhưng tình trạng vẫn tiếp diễn. Cô bé đã từng kể cho cô giáo chủ nhiệm nhưng sự việc không được giải quyết triệt để, thậm chí còn bị nhóm bắt nạt trả thù. Giờ đây, Hà chán nản, không còn niềm tin vào việc tố cáo và chỉ muốn chịu đựng cho qua. Mai, bạn thân của Hà, chứng kiến những gì Hà phải chịu đựng và rất muốn giúp bạn.","Mai phải đối mặt với mâu thuẫn giữa việc tôn trọng mong muốn im lặng của Hà, hay cố gắng thuyết phục Hà hoặc tự mình tìm cách giúp đỡ, dù biết rằng điều đó có thể khiến Hà và bản thân Mai gặp nguy hiểm.",Nỗi sợ 'làm lớn chuyện nhưng không giải quyết được' và việc 'méc thầy cô' bị coi là yếu đuối hoặc vô ích sau khi đã thất bại là những yếu tố văn hóa gây ra sự tuyệt vọng cho nạn nhân.,batch_08,"A. Khuyên Hà tố cáo lại và cùng Hà tìm sự giúp đỡ từ phụ huynh, hiệu trưởng: Có thể giúp Hà thoát khỏi tình trạng bắt nạt, nhưng có nguy cơ khiến nhóm bắt nạt trả thù Hà và cả Mai, đồng thời Hà có thể cảm thấy khó chịu vì bị ép buộc.","B. Tôn trọng quyết định của Hà và chỉ an ủi bạn: Giúp Hà cảm thấy được lắng nghe và có quyền tự quyết, nhưng tình trạng bắt nạt sẽ tiếp diễn, Hà vẫn phải chịu đựng một mình."
80,Bắt nạt học đường,Hành động của người đứng ngoài cuộc,"Sau giờ học, Hưng đi ngang qua cổng sau trường và thấy Việt, một bạn học cùng khối, đang bị một nhóm học sinh khóa trên chặn lại. Nhóm này đang lớn tiếng dọa nạt, đòi lấy tiền và giật sách vở của Việt. Nhiều học sinh khác cũng đi qua nhưng đều cúi mặt xuống, giả vờ không nhìn thấy gì và đi nhanh. Hưng biết rằng nếu mình can thiệp, có thể sẽ bị nhóm đó chú ý và trả thù.","Hưng đứng trước lựa chọn: dũng cảm can thiệp để giúp Việt thoát khỏi tình huống nguy hiểm, hay giữ im lặng và đi qua để đảm bảo an toàn cho bản thân, mặc cho lương tâm cắn rứt.",Tâm lý 'im lặng cho yên thân' và sợ rước họa vào thân khi 'làm việc bao đồng' là những yếu tố văn hóa mạnh mẽ ảnh hưởng đến hành vi của người đứng ngoài cuộc trong các tình huống bắt nạt.,batch_08,"A. Chạy đến can thiệp trực tiếp hoặc tìm cách gọi người lớn: Việt có thể được giải cứu, nhưng Hưng có nguy cơ bị nhóm bắt nạt trả thù hoặc gặp nguy hiểm cho bản thân.","B. Giả vờ không thấy, đi thẳng về nhà: Hưng sẽ đảm bảo an toàn cho bản thân và tránh mọi rắc rối, nhưng Việt sẽ tiếp tục bị bắt nạt và Hưng sẽ cảm thấy day dứt về sự hèn nhát của mình."
71,Bắt nạt học đường,Bị ép ghi hình bạn bị bắt nạt,"Lâm, một học sinh rụt rè, bị nhóm đầu gấu trong lớp 9C ép phải dùng điện thoại quay lại cảnh chúng đang lột đồ, bôi bẩn bạn Hải trong nhà vệ sinh. Chúng đe dọa sẽ đánh Lâm nếu không làm theo và tung clip đó lên mạng xã hội.","Lâm phải đối mặt với lựa chọn trở thành đồng phạm bất đắc dĩ, gây tổn hại nghiêm trọng đến bạn Hải, hoặc từ chối để rồi phải chịu đựng sự trả thù từ kẻ bắt nạt.","Nỗi sợ bị trả thù và bị cô lập khi 'phản bội' nhóm là một áp lực lớn, khiến người chứng kiến khó lòng lên tiếng.",batch_08,"Làm theo lời nhóm đầu gấu, quay lại video: Hải bị sỉ nhục nặng nề, Lâm an toàn tạm thời nhưng cảm thấy tội lỗi và trở thành đồng phạm, tiếp tay cho hành vi sai trái.","Từ chối thẳng thừng, chấp nhận bị đánh và có nguy cơ bị quay lưng: Lâm giữ được lương tâm, không tiếp tay cho bạo lực, nhưng có thể bị nhóm bắt nạt trả thù và cô lập."
